KOD_ZSJ_P;hour;day;users
11223;10;workday;869
11223;11;workday;793
11223;12;workday;762
11223;13;workday;744
11223;14;workday;782
11223;15;workday;703
11223;16;workday;669
11223;17;workday;603
11223;18;workday;538
11223;19;workday;528
11223;20;workday;543
11223;21;workday;542
11223;22;workday;543
11223;23;workday;524
11223;6;weekend;513
11223;7;weekend;522
11223;8;weekend;511
11223;9;weekend;509
11223;10;weekend;485
11223;11;weekend;480
11223;12;weekend;471
11223;13;weekend;441
11223;14;weekend;436
11223;15;weekend;432
11223;16;weekend;403
11223;17;weekend;423
11223;18;weekend;427
11223;19;weekend;432
11223;20;weekend;461
11223;21;weekend;449
11223;22;weekend;451
11223;23;weekend;439
11231;6;workday;3035
11231;7;workday;3132
11231;8;workday;3178
11231;9;workday;3024
11231;10;workday;2973
11231;11;workday;2755
11231;12;workday;2655
11231;13;workday;2645
11231;14;workday;2806
11231;15;workday;2704
11231;16;workday;2760
11231;17;workday;2620
11231;18;workday;2560
11231;19;workday;2493
11231;20;workday;2544
11231;21;workday;2551
11231;22;workday;2597
11231;23;workday;2489
11231;6;weekend;2470
11231;7;weekend;2433
11231;8;weekend;2454
11231;9;weekend;2457
11231;10;weekend;2347
11231;11;weekend;2297
11231;12;weekend;2318
11231;13;weekend;2284
11231;14;weekend;2208
11231;15;weekend;2156
11231;16;weekend;2096
11231;17;weekend;2117
11231;18;weekend;2163
11231;19;weekend;2154
11231;20;weekend;2220
11231;21;weekend;2229
11231;22;weekend;2221
11231;23;weekend;2210
11240;6;workday;2317
11240;7;workday;2342
11240;8;workday;2209
11240;9;workday;2093
11240;10;workday;2013
11240;11;workday;1852
11240;12;workday;1765
11240;13;workday;1703
11240;14;workday;1716
11240;15;workday;1701
11240;16;workday;1935
11240;17;workday;1983
11240;18;workday;2042
11240;19;workday;2124
11240;20;workday;2215
11240;21;workday;2256
11240;22;workday;2260
11240;23;workday;2238
11240;6;weekend;2157
11240;7;weekend;2149
11240;8;weekend;2095
11240;9;weekend;2107
11240;10;weekend;1994
11240;11;weekend;1881
11240;12;weekend;1842
11240;13;weekend;1803
11240;14;weekend;1806
11240;15;weekend;1840
11240;16;weekend;1825
11240;17;weekend;1886
11240;18;weekend;1967
11240;19;weekend;1961
11240;20;weekend;1962
11240;21;weekend;2029
11240;22;weekend;2043
11240;23;weekend;2051
11258;6;workday;2845
11258;7;workday;3155
11258;8;workday;3335
11258;9;workday;3112
11258;10;workday;3067
11258;11;workday;2921
11258;12;workday;2774
11258;13;workday;2712
11258;14;workday;2732
11258;15;workday;2484
11258;16;workday;2796
11258;17;workday;2625
11258;18;workday;2479
11258;19;workday;2410
11258;20;workday;2343
11258;21;workday;2290
11258;22;workday;2307
11258;23;workday;2186
11258;6;weekend;2199
11258;7;weekend;2247
11258;8;weekend;2282
11258;9;weekend;2279
11258;10;weekend;2293
11258;11;weekend;2205
11258;12;weekend;2201
11258;13;weekend;2117
11258;14;weekend;2205
11258;15;weekend;2168
11258;16;weekend;2168
11258;17;weekend;2150
11258;18;weekend;2130
11258;19;weekend;2084
11258;20;weekend;2014
11258;21;weekend;2010
11258;22;weekend;1977
11258;23;weekend;1954
11266;6;workday;844
11266;7;workday;976
11266;8;workday;1648
11266;9;workday;1876
11266;10;workday;1895
11266;11;workday;1795
11266;12;workday;1726
11266;13;workday;1562
11266;14;workday;1273
11266;15;workday;748
11266;16;workday;757
11266;17;workday;732
11266;18;workday;657
11266;19;workday;634
11266;20;workday;618
11266;21;workday;617
11266;22;workday;611
11266;23;workday;575
11266;6;weekend;605
11266;7;weekend;607
11266;8;weekend;624
11266;9;weekend;633
11266;10;weekend;625
11266;11;weekend;654
11266;12;weekend;648
11266;13;weekend;633
11266;14;weekend;591
11266;15;weekend;612
11266;16;weekend;613
11266;17;weekend;596
11266;18;weekend;585
11266;19;weekend;538
11266;20;weekend;523
11266;21;weekend;536
11266;22;weekend;522
11266;23;weekend;513
11274;6;workday;1415
11274;7;workday;1818
11274;8;workday;2175
11274;9;workday;2153
11274;10;workday;2191
11274;11;workday;2041
11274;12;workday;2038
11274;13;workday;1915
11274;14;workday;1890
11274;15;workday;1591
11274;16;workday;1461
11274;17;workday;1245
11274;18;workday;1141
11274;19;workday;1061
11274;20;workday;1033
11274;21;workday;1017
11274;22;workday;992
11274;23;workday;990
11274;6;weekend;974
11274;7;weekend;964
11274;8;weekend;1021
11274;9;weekend;1036
11274;10;weekend;1028
11274;11;weekend;1108
11274;12;weekend;1107
11274;13;weekend;1066
11274;14;weekend;1042
11274;15;weekend;1015
11274;16;weekend;1020
11274;17;weekend;984
11274;18;weekend;993
11274;19;weekend;932
11274;20;weekend;911
11274;21;weekend;907
11274;22;weekend;896
11274;23;weekend;880
11282;6;workday;78
11282;7;workday;105
11282;8;workday;120
11282;9;workday;117
11282;10;workday;121
11282;11;workday;105
11282;12;workday;113
11282;13;workday;112
11282;14;workday;109
11282;15;workday;95
11282;16;workday;82
11282;17;workday;61
11282;18;workday;51
11282;19;workday;44
11282;20;workday;39
11282;21;workday;41
11282;22;workday;41
11282;23;workday;38
11282;6;weekend;38
11282;7;weekend;36
11282;8;weekend;37
11282;9;weekend;42
11282;10;weekend;38
11282;11;weekend;43
11282;12;weekend;40
11282;13;weekend;43
11282;14;weekend;37
11282;15;weekend;38
11282;16;weekend;36
11282;17;weekend;39
11282;18;weekend;39
11282;19;weekend;38
11282;20;weekend;34
11282;21;weekend;37
11282;22;weekend;38
11282;23;weekend;37
11291;6;workday;12
11291;7;workday;24
11291;8;workday;32
11291;9;workday;37
11291;10;workday;43
11291;11;workday;47
11291;12;workday;41
11291;13;workday;35
11291;14;workday;34
11291;15;workday;31
11291;16;workday;26
11291;17;workday;18
11291;18;workday;11
11291;19;workday;8
11291;20;workday;6
11291;21;workday;5
11291;22;workday;6
11291;23;workday;4
11291;6;weekend;4
11291;7;weekend;4
11291;8;weekend;5
11291;9;weekend;5
11291;10;weekend;6
11291;11;weekend;8
11291;12;weekend;9
11291;13;weekend;9
11291;14;weekend;9
11291;15;weekend;7
11291;16;weekend;8
11291;17;weekend;6
11291;18;weekend;6
11291;19;weekend;5
11291;20;weekend;4
11291;21;weekend;4
11291;22;weekend;3
11291;23;weekend;4
11304;6;workday;1330
11304;7;workday;1878
11304;8;workday;2610
11304;9;workday;2957
11304;10;workday;3112
11304;11;workday;2845
11304;12;workday;2805
11304;13;workday;2813
11304;14;workday;2736
11304;15;workday;2231
11304;16;workday;2095
11304;17;workday;1566
11304;18;workday;1206
11304;19;workday;944
11304;20;workday;789
11304;21;workday;738
11304;22;workday;803
11304;23;workday;665
11304;6;weekend;834
11304;7;weekend;867
11304;8;weekend;871
11304;9;weekend;924
11304;10;weekend;975
11304;11;weekend;939
11304;12;weekend;915
11304;13;weekend;973
11304;14;weekend;993
11304;15;weekend;942
11304;16;weekend;943
11304;17;weekend;902
11304;18;weekend;906
11304;19;weekend;811
11304;20;weekend;730
11304;21;weekend;716
11304;22;weekend;691
11304;23;weekend;658
11321;6;workday;879
11321;7;workday;1143
11321;8;workday;1247
11321;9;workday;1184
11321;10;workday;1188
11321;11;workday;1062
11321;12;workday;1045
11321;13;workday;990
11321;14;workday;1065
11321;15;workday;1382
11321;16;workday;1359
11321;17;workday;1352
11321;18;workday;1164
11321;19;workday;950
11321;20;workday;797
11321;21;workday;693
11321;22;workday;673
11321;23;workday;620
11321;6;weekend;693
11321;7;weekend;754
11321;8;weekend;855
11321;9;weekend;980
11321;10;weekend;1026
11321;11;weekend;1018
11321;12;weekend;979
11321;13;weekend;1002
11321;14;weekend;966
11321;15;weekend;1001
11321;16;weekend;971
11321;17;weekend;1031
11321;18;weekend;966
11321;19;weekend;982
11321;20;weekend;790
11321;21;weekend;650
11321;22;weekend;646
11321;23;weekend;590
11339;6;workday;20
11339;7;workday;22
11339;8;workday;23
11339;9;workday;24
11339;10;workday;24
11339;11;workday;23
11339;12;workday;22
11339;13;workday;21
11339;14;workday;20
11339;15;workday;18
11339;16;workday;18
11339;17;workday;17
11339;18;workday;17
11339;19;workday;16
11339;20;workday;16
11339;21;workday;15
11339;22;workday;15
11339;23;workday;15
11339;6;weekend;16
11339;7;weekend;16
11339;8;weekend;16
11339;9;weekend;16
11339;10;weekend;16
11339;11;weekend;16
11339;12;weekend;15
11339;13;weekend;16
11339;14;weekend;15
11339;15;weekend;15
11339;16;weekend;15
11339;17;weekend;15
11339;18;weekend;15
11339;19;weekend;15
11339;20;weekend;15
11339;21;weekend;15
11339;22;weekend;15
11339;23;weekend;14
11347;6;workday;1497
11347;7;workday;1783
11347;8;workday;1896
11347;9;workday;2056
11347;10;workday;2158
11347;11;workday;2104
11347;12;workday;2006
11347;13;workday;1791
11347;14;workday;1698
11347;15;workday;1624
11347;16;workday;1651
11347;17;workday;1595
11347;18;workday;1618
11347;19;workday;1675
11347;20;workday;1685
11347;21;workday;1604
11347;22;workday;1531
11347;23;workday;1485
11347;6;weekend;1110
11347;7;weekend;1140
11347;8;weekend;1156
11347;9;weekend;1128
11347;10;weekend;1252
11347;11;weekend;1277
11347;12;weekend;1100
11347;13;weekend;1056
11347;14;weekend;1031
11347;15;weekend;1010
11347;16;weekend;997
11347;17;weekend;1003
11347;18;weekend;1006
11347;19;weekend;1046
11347;20;weekend;1095
11347;21;weekend;1137
11347;22;weekend;1129
11347;23;weekend;1134
11363;6;workday;4711
11363;7;workday;5405
11363;8;workday;6078
11363;9;workday;6523
11363;10;workday;6753
11363;11;workday;6562
11363;12;workday;6086
11363;13;workday;5732
11363;14;workday;5555
11363;15;workday;5042
11363;16;workday;5147
11363;17;workday;5003
11363;18;workday;4717
11363;19;workday;4780
11363;20;workday;4681
11363;21;workday;4565
11363;22;workday;4499
11363;23;workday;4430
11363;6;weekend;3593
11363;7;weekend;3626
11363;8;weekend;3678
11363;9;weekend;3671
11363;10;weekend;3559
11363;11;weekend;3405
11363;12;weekend;3361
11363;13;weekend;3309
11363;14;weekend;3179
11363;15;weekend;3076
11363;16;weekend;3078
11363;17;weekend;3115
11363;18;weekend;3223
11363;19;weekend;3302
11363;20;weekend;3367
11363;21;weekend;3462
11363;22;weekend;3496
11363;23;weekend;3453
11371;6;workday;848
11371;7;workday;1093
11371;8;workday;1246
11371;9;workday;1385
11371;10;workday;1427
11371;11;workday;1423
11371;12;workday;1400
11371;13;workday;1269
11371;14;workday;1234
11371;15;workday;1157
11371;16;workday;1254
11371;17;workday;1275
11371;18;workday;1219
11371;19;workday;1184
11371;20;workday;1117
11371;21;workday;985
11371;22;workday;840
11371;23;workday;806
11371;6;weekend;657
11371;7;weekend;726
11371;8;weekend;840
11371;9;weekend;955
11371;10;weekend;1108
11371;11;weekend;1104
11371;12;weekend;1058
11371;13;weekend;1071
11371;14;weekend;1066
11371;15;weekend;980
11371;16;weekend;959
11371;17;weekend;1004
11371;18;weekend;933
11371;19;weekend;876
11371;20;weekend;824
11371;21;weekend;825
11371;22;weekend;748
11371;23;weekend;697
11380;6;workday;184
11380;7;workday;217
11380;8;workday;482
11380;9;workday;2054
11380;10;workday;2486
11380;11;workday;2905
11380;12;workday;3112
11380;13;workday;3263
11380;14;workday;3477
11380;15;workday;3127
11380;16;workday;3326
11380;17;workday;3512
11380;18;workday;3063
11380;19;workday;2316
11380;20;workday;1855
11380;21;workday;1080
11380;22;workday;393
11380;23;workday;86
11380;6;weekend;488
11380;7;weekend;572
11380;8;weekend;704
11380;9;weekend;1324
11380;10;weekend;2312
11380;11;weekend;2996
11380;12;weekend;2948
11380;13;weekend;2871
11380;14;weekend;2799
11380;15;weekend;2645
11380;16;weekend;2864
11380;17;weekend;3096
11380;18;weekend;2628
11380;19;weekend;2116
11380;20;weekend;1500
11380;21;weekend;840
11380;22;weekend;500
11380;23;weekend;380
11398;6;workday;549
11398;7;workday;659
11398;8;workday;719
11398;9;workday;754
11398;10;workday;778
11398;11;workday;775
11398;12;workday;745
11398;13;workday;727
11398;14;workday;697
11398;15;workday;634
11398;16;workday;688
11398;17;workday;703
11398;18;workday;661
11398;19;workday;636
11398;20;workday;580
11398;21;workday;526
11398;22;workday;473
11398;23;workday;458
11398;6;weekend;412
11398;7;weekend;446
11398;8;weekend;469
11398;9;weekend;516
11398;10;weekend;587
11398;11;weekend;605
11398;12;weekend;571
11398;13;weekend;578
11398;14;weekend;574
11398;15;weekend;536
11398;16;weekend;547
11398;17;weekend;561
11398;18;weekend;528
11398;19;weekend;490
11398;20;weekend;427
11398;21;weekend;418
11398;22;weekend;382
11398;23;weekend;374
11401;6;workday;2323
11401;7;workday;2629
11401;8;workday;2756
11401;9;workday;2933
11401;10;workday;2957
11401;11;workday;2763
11401;12;workday;2712
11401;13;workday;2547
11401;14;workday;2425
11401;15;workday;2133
11401;16;workday;2453
11401;17;workday;2364
11401;18;workday;2265
11401;19;workday;2227
11401;20;workday;2268
11401;21;workday;2204
11401;22;workday;2157
11401;23;workday;2109
11401;6;weekend;1663
11401;7;weekend;1662
11401;8;weekend;1729
11401;9;weekend;1768
11401;10;weekend;1777
11401;11;weekend;1697
11401;12;weekend;1679
11401;13;weekend;1696
11401;14;weekend;1595
11401;15;weekend;1504
11401;16;weekend;1438
11401;17;weekend;1443
11401;18;weekend;1456
11401;19;weekend;1505
11401;20;weekend;1517
11401;21;weekend;1494
11401;22;weekend;1537
11401;23;weekend;1488
11436;6;workday;4467
11436;7;workday;4636
11436;8;workday;4684
11436;9;workday;4569
11436;10;workday;4462
11436;11;workday;4359
11436;12;workday;4122
11436;13;workday;3967
11436;14;workday;3880
11436;15;workday;3714
11436;16;workday;4063
11436;17;workday;4070
11436;18;workday;4163
11436;19;workday;4382
11436;20;workday;4435
11436;21;workday;4394
11436;22;workday;4379
11436;23;workday;4378
11436;6;weekend;3659
11436;7;weekend;3668
11436;8;weekend;3655
11436;9;weekend;3585
11436;10;weekend;3480
11436;11;weekend;3296
11436;12;weekend;3337
11436;13;weekend;3253
11436;14;weekend;3143
11436;15;weekend;3019
11436;16;weekend;2997
11436;17;weekend;3129
11436;18;weekend;3214
11436;19;weekend;3357
11436;20;weekend;3438
11436;21;weekend;3522
11436;22;weekend;3529
11436;23;weekend;3490
11444;6;workday;1857
11444;7;workday;2088
11444;8;workday;2183
11444;9;workday;2324
11444;10;workday;2407
11444;11;workday;2293
11444;12;workday;2232
11444;13;workday;2094
11444;14;workday;2060
11444;15;workday;1959
11444;16;workday;2116
11444;17;workday;1965
11444;18;workday;1867
11444;19;workday;1792
11444;20;workday;1809
11444;21;workday;1724
11444;22;workday;1686
11444;23;workday;1673
11444;6;weekend;1462
11444;7;weekend;1472
11444;8;weekend;1546
11444;9;weekend;1605
11444;10;weekend;1616
11444;11;weekend;1668
11444;12;weekend;1653
11444;13;weekend;1643
11444;14;weekend;1490
11444;15;weekend;1391
11444;16;weekend;1408
11444;17;weekend;1357
11444;18;weekend;1392
11444;19;weekend;1398
11444;20;weekend;1370
11444;21;weekend;1412
11444;22;weekend;1417
11444;23;weekend;1371
11452;6;workday;4338
11452;7;workday;4600
11452;8;workday;4606
11452;9;workday;4284
11452;10;workday;4284
11452;11;workday;4269
11452;12;workday;4202
11452;13;workday;3978
11452;14;workday;3823
11452;15;workday;3779
11452;16;workday;4272
11452;17;workday;4324
11452;18;workday;4311
11452;19;workday;4540
11452;20;workday;4348
11452;21;workday;4182
11452;22;workday;4104
11452;23;workday;3980
11452;6;weekend;3310
11452;7;weekend;3349
11452;8;weekend;3396
11452;9;weekend;3452
11452;10;weekend;3340
11452;11;weekend;3212
11452;12;weekend;3053
11452;13;weekend;2987
11452;14;weekend;2954
11452;15;weekend;2961
11452;16;weekend;2967
11452;17;weekend;3012
11452;18;weekend;3130
11452;19;weekend;3211
11452;20;weekend;3238
11452;21;weekend;3281
11452;22;weekend;3262
11452;23;weekend;3248
11461;6;workday;1221
11461;7;workday;1513
11461;8;workday;1940
11461;9;workday;2019
11461;10;workday;2169
11461;11;workday;2181
11461;12;workday;2077
11461;13;workday;1951
11461;14;workday;1954
11461;15;workday;1759
11461;16;workday;1818
11461;17;workday;1727
11461;18;workday;1566
11461;19;workday;1387
11461;20;workday;1240
11461;21;workday;1153
11461;22;workday;1121
11461;23;workday;1040
11461;6;weekend;959
11461;7;weekend;996
11461;8;weekend;1082
11461;9;weekend;1192
11461;10;weekend;1280
11461;11;weekend;1266
11461;12;weekend;1277
11461;13;weekend;1178
11461;14;weekend;1127
11461;15;weekend;1018
11461;16;weekend;986
11461;17;weekend;945
11461;18;weekend;939
11461;19;weekend;936
11461;20;weekend;926
11461;21;weekend;944
11461;22;weekend;929
11461;23;weekend;886
11479;6;workday;246
11479;7;workday;319
11479;8;workday;417
11479;9;workday;431
11479;10;workday;445
11479;11;workday;435
11479;12;workday;414
11479;13;workday;382
11479;14;workday;353
11479;15;workday;293
11479;16;workday;269
11479;17;workday;246
11479;18;workday;228
11479;19;workday;218
11479;20;workday;209
11479;21;workday;203
11479;22;workday;200
11479;23;workday;194
11479;6;weekend;193
11479;7;weekend;200
11479;8;weekend;226
11479;9;weekend;256
11479;10;weekend;272
11479;11;weekend;313
11479;12;weekend;298
11479;13;weekend;289
11479;14;weekend;258
11479;15;weekend;235
11479;16;weekend;223
11479;17;weekend;187
11479;18;weekend;181
11479;19;weekend;171
11479;20;weekend;175
11479;21;weekend;180
11479;22;weekend;178
11479;23;weekend;174
11487;6;workday;151
11487;7;workday;187
11487;8;workday;224
11487;9;workday;236
11487;10;workday;241
11487;11;workday;240
11487;12;workday;239
11487;13;workday;233
11487;14;workday;219
11487;15;workday;159
11487;16;workday;155
11487;17;workday;151
11487;18;workday;145
11487;19;workday;141
11487;20;workday;115
11487;21;workday;104
11487;22;workday;97
11487;23;workday;96
11487;6;weekend;94
11487;7;weekend;102
11487;8;weekend;106
11487;9;weekend;129
11487;10;weekend;136
11487;11;weekend;151
11487;12;weekend;136
11487;13;weekend;142
11487;14;weekend;142
11487;15;weekend;136
11487;16;weekend;136
11487;17;weekend;128
11487;18;weekend;117
11487;19;weekend;106
11487;20;weekend;94
11487;21;weekend;87
11487;22;weekend;83
11487;23;weekend;79
11495;6;workday;634
11495;7;workday;838
11495;8;workday;1073
11495;9;workday;1115
11495;10;workday;1152
11495;11;workday;1110
11495;12;workday;1058
11495;13;workday;1002
11495;14;workday;877
11495;15;workday;648
11495;16;workday;534
11495;17;workday;498
11495;18;workday;495
11495;19;workday;507
11495;20;workday;505
11495;21;workday;494
11495;22;workday;485
11495;23;workday;480
11495;6;weekend;511
11495;7;weekend;534
11495;8;weekend;592
11495;9;weekend;622
11495;10;weekend;668
11495;11;weekend;712
11495;12;weekend;632
11495;13;weekend;659
11495;14;weekend;600
11495;15;weekend;591
11495;16;weekend;561
11495;17;weekend;491
11495;18;weekend;466
11495;19;weekend;440
11495;20;weekend;455
11495;21;weekend;458
11495;22;weekend;463
11495;23;weekend;462
11509;6;workday;3590
11509;7;workday;4587
11509;8;workday;7219
11509;9;workday;8852
11509;10;workday;9351
11509;11;workday;9372
11509;12;workday;8703
11509;13;workday;8099
11509;14;workday;7707
11509;15;workday;6292
11509;16;workday;5905
11509;17;workday;4740
11509;18;workday;3639
11509;19;workday;3333
11509;20;workday;3090
11509;21;workday;3017
11509;22;workday;2844
11509;23;workday;2587
11509;6;weekend;1620
11509;7;weekend;1630
11509;8;weekend;1686
11509;9;weekend;1735
11509;10;weekend;1884
11509;11;weekend;1977
11509;12;weekend;1921
11509;13;weekend;1873
11509;14;weekend;1882
11509;15;weekend;1853
11509;16;weekend;1777
11509;17;weekend;1782
11509;18;weekend;1614
11509;19;weekend;1485
11509;20;weekend;1462
11509;21;weekend;1445
11509;22;weekend;1448
11509;23;weekend;1443
11517;6;workday;3102
11517;7;workday;3591
11517;8;workday;4410
11517;9;workday;5027
11517;10;workday;5250
11517;11;workday;5202
11517;12;workday;4894
11517;13;workday;4456
11517;14;workday;4374
11517;15;workday;3837
11517;16;workday;3732
11517;17;workday;3488
11517;18;workday;3295
11517;19;workday;3312
11517;20;workday;3172
11517;21;workday;2845
11517;22;workday;2810
11517;23;workday;2693
11517;6;weekend;2129
11517;7;weekend;2204
11517;8;weekend;2294
11517;9;weekend;2400
11517;10;weekend;2387
11517;11;weekend;2380
11517;12;weekend;2413
11517;13;weekend;2350
11517;14;weekend;2295
11517;15;weekend;2228
11517;16;weekend;2247
11517;17;weekend;2419
11517;18;weekend;2407
11517;19;weekend;2195
11517;20;weekend;2141
11517;21;weekend;2113
11517;22;weekend;2135
11517;23;weekend;2031
11525;6;workday;5047
11525;7;workday;5140
11525;8;workday;4952
11525;9;workday;4779
11525;10;workday;4655
11525;11;workday;4538
11525;12;workday;4309
11525;13;workday;4052
11525;14;workday;4102
11525;15;workday;4141
11525;16;workday;4528
11525;17;workday;4647
11525;18;workday;4915
11525;19;workday;5071
11525;20;workday;5053
11525;21;workday;4874
11525;22;workday;4839
11525;23;workday;4808
11525;6;weekend;4162
11525;7;weekend;4261
11525;8;weekend;4338
11525;9;weekend;4317
11525;10;weekend;4117
11525;11;weekend;3990
11525;12;weekend;3943
11525;13;weekend;3891
11525;14;weekend;3747
11525;15;weekend;3788
11525;16;weekend;3749
11525;17;weekend;3793
11525;18;weekend;3971
11525;19;weekend;4061
11525;20;weekend;4114
11525;21;weekend;4158
11525;22;weekend;4151
11525;23;weekend;4048
11533;6;workday;883
11533;7;workday;942
11533;8;workday;937
11533;9;workday;928
11533;10;workday;917
11533;11;workday;896
11533;12;workday;838
11533;13;workday;811
11533;14;workday;819
11533;15;workday;778
11533;16;workday;836
11533;17;workday;821
11533;18;workday;817
11533;19;workday;815
11533;20;workday;839
11533;21;workday;838
11533;22;workday;830
11533;23;workday;826
11533;6;weekend;784
11533;7;weekend;815
11533;8;weekend;852
11533;9;weekend;855
11533;10;weekend;858
11533;11;weekend;871
11533;12;weekend;878
11533;13;weekend;828
11533;14;weekend;816
11533;15;weekend;779
11533;16;weekend;769
11533;17;weekend;751
11533;18;weekend;757
11533;19;weekend;779
11533;20;weekend;748
11533;21;weekend;756
11533;22;weekend;755
11533;23;weekend;735
11541;6;workday;348
11541;7;workday;428
11541;8;workday;514
11541;9;workday;526
11541;10;workday;545
11541;11;workday;520
11541;12;workday;496
11541;13;workday;470
11541;14;workday;426
11541;15;workday;333
11541;16;workday;298
11541;17;workday;279
11541;18;workday;277
11541;19;workday;288
11541;20;workday;287
11541;21;workday;284
11541;22;workday;279
11541;23;workday;276
11541;6;weekend;298
11541;7;weekend;314
11541;8;weekend;334
11541;9;weekend;346
11541;10;weekend;367
11541;11;weekend;383
11541;12;weekend;344
11541;13;weekend;355
11541;14;weekend;334
11541;15;weekend;323
11541;16;weekend;310
11541;17;weekend;285
11541;18;weekend;270
11541;19;weekend;262
11541;20;weekend;266
11541;21;weekend;272
11541;22;weekend;273
11541;23;weekend;269
11550;6;workday;15
11550;7;workday;16
11550;8;workday;18
11550;9;workday;20
11550;10;workday;24
11550;11;workday;26
11550;12;workday;28
11550;13;workday;27
11550;14;workday;28
11550;15;workday;27
11550;16;workday;27
11550;17;workday;25
11550;18;workday;21
11550;19;workday;21
11550;20;workday;19
11550;21;workday;10
11550;22;workday;10
11550;23;workday;9
11550;6;weekend;13
11550;7;weekend;29
11550;8;weekend;53
11550;9;weekend;67
11550;10;weekend;74
11550;11;weekend;68
11550;12;weekend;64
11550;13;weekend;61
11550;14;weekend;63
11550;15;weekend;69
11550;16;weekend;67
11550;17;weekend;53
11550;18;weekend;33
11550;19;weekend;20
11550;20;weekend;13
11550;21;weekend;9
11550;22;weekend;7
11550;23;weekend;4
11568;6;workday;185
11568;7;workday;204
11568;8;workday;202
11568;9;workday;210
11568;10;workday;206
11568;11;workday;203
11568;12;workday;192
11568;13;workday;187
11568;14;workday;187
11568;15;workday;168
11568;16;workday;191
11568;17;workday;174
11568;18;workday;172
11568;19;workday;169
11568;20;workday;173
11568;21;workday;174
11568;22;workday;172
11568;23;workday;168
11568;6;weekend;178
11568;7;weekend;190
11568;8;weekend;196
11568;9;weekend;195
11568;10;weekend;201
11568;11;weekend;201
11568;12;weekend;203
11568;13;weekend;200
11568;14;weekend;193
11568;15;weekend;199
11568;16;weekend;190
11568;17;weekend;180
11568;18;weekend;177
11568;19;weekend;190
11568;20;weekend;178
11568;21;weekend;180
11568;22;weekend;176
11568;23;weekend;173
11576;6;workday;12
11576;7;workday;12
11576;8;workday;10
11576;9;workday;10
11576;10;workday;10
11576;11;workday;9
11576;12;workday;9
11576;13;workday;9
11576;14;workday;9
11576;15;workday;9
11576;16;workday;11
11576;17;workday;11
11576;18;workday;12
11576;19;workday;11
11576;20;workday;12
11576;21;workday;12
11576;22;workday;12
11576;23;workday;11
11576;6;weekend;13
11576;7;weekend;13
11576;8;weekend;14
11576;9;weekend;15
11576;10;weekend;15
11576;11;weekend;15
11576;12;weekend;15
11576;13;weekend;15
11576;14;weekend;15
11576;15;weekend;16
11576;16;weekend;15
11576;17;weekend;14
11576;18;weekend;13
11576;19;weekend;13
11576;20;weekend;13
11576;21;weekend;13
11576;22;weekend;13
11576;23;weekend;13
11584;6;workday;2816
11584;7;workday;2687
11584;8;workday;2483
11584;9;workday;2404
11584;10;workday;2312
11584;11;workday;2225
11584;12;workday;2087
11584;13;workday;1959
11584;14;workday;2019
11584;15;workday;2070
11584;16;workday;2154
11584;17;workday;2255
11584;18;workday;2440
11584;19;workday;2604
11584;20;workday;2726
11584;21;workday;2781
11584;22;workday;2730
11584;23;workday;2724
11584;6;weekend;2646
11584;7;weekend;2700
11584;8;weekend;2778
11584;9;weekend;2605
11584;10;weekend;2535
11584;11;weekend;2400
11584;12;weekend;2388
11584;13;weekend;2403
11584;14;weekend;2371
11584;15;weekend;2364
11584;16;weekend;2448
11584;17;weekend;2464
11584;18;weekend;2531
11584;19;weekend;2552
11584;20;weekend;2768
11584;21;weekend;2681
11584;22;weekend;2694
11584;23;weekend;2767
11592;6;workday;945
11592;7;workday;952
11592;8;workday;910
11592;9;workday;890
11592;10;workday;855
11592;11;workday;837
11592;12;workday;804
11592;13;workday;755
11592;14;workday;795
11592;15;workday;834
11592;16;workday;856
11592;17;workday;847
11592;18;workday;887
11592;19;workday;882
11592;20;workday;869
11592;21;workday;855
11592;22;workday;862
11592;23;workday;875
11592;6;weekend;844
11592;7;weekend;824
11592;8;weekend;811
11592;9;weekend;817
11592;10;weekend;817
11592;11;weekend;803
11592;12;weekend;772
11592;13;weekend;719
11592;14;weekend;753
11592;15;weekend;739
11592;16;weekend;700
11592;17;weekend;749
11592;18;weekend;706
11592;19;weekend;743
11592;20;weekend;758
11592;21;weekend;731
11592;22;weekend;733
11592;23;weekend;727
11606;6;workday;2053
11606;7;workday;2071
11606;8;workday;2139
11606;9;workday;2136
11606;10;workday;2093
11606;11;workday;2017
11606;12;workday;1955
11606;13;workday;1891
11606;14;workday;1801
11606;15;workday;1766
11606;16;workday;1769
11606;17;workday;1805
11606;18;workday;1883
11606;19;workday;1938
11606;20;workday;2046
11606;21;workday;2050
11606;22;workday;2029
11606;23;workday;1976
11606;6;weekend;1902
11606;7;weekend;1968
11606;8;weekend;2037
11606;9;weekend;1971
11606;10;weekend;1887
11606;11;weekend;1841
11606;12;weekend;1805
11606;13;weekend;1773
11606;14;weekend;1741
11606;15;weekend;1731
11606;16;weekend;1862
11606;17;weekend;1854
11606;18;weekend;1924
11606;19;weekend;1860
11606;20;weekend;1891
11606;21;weekend;1868
11606;22;weekend;1908
11606;23;weekend;1864
11614;6;workday;2099
11614;7;workday;1990
11614;8;workday;1641
11614;9;workday;1529
11614;10;workday;1456
11614;11;workday;1397
11614;12;workday;1357
11614;13;workday;1298
11614;14;workday;1281
11614;15;workday;1270
11614;16;workday;1364
11614;17;workday;1502
11614;18;workday;1730
