KOD_ZSJ_P;hour;day;users
29289;7;weekend;2961
29289;8;weekend;3002
29289;9;weekend;3054
29289;10;weekend;3001
29289;11;weekend;3071
29289;12;weekend;3210
29289;13;weekend;3218
29289;14;weekend;3287
29289;15;weekend;3245
29289;16;weekend;3267
29289;17;weekend;3233
29289;18;weekend;3175
29289;19;weekend;3199
29289;20;weekend;3199
29289;21;weekend;3168
29289;22;weekend;3139
29289;23;weekend;3107
30791;6;workday;967
30791;7;workday;1198
30791;8;workday;1130
30791;9;workday;1021
30791;10;workday;878
30791;11;workday;728
30791;12;workday;663
30791;13;workday;602
30791;14;workday;707
30791;15;workday;748
30791;16;workday;841
30791;17;workday;900
30791;18;workday;899
30791;19;workday;913
30791;20;workday;912
30791;21;workday;828
30791;22;workday;778
30791;23;workday;748
30791;6;weekend;864
30791;7;weekend;950
30791;8;weekend;1057
30791;9;weekend;1088
30791;10;weekend;1092
30791;11;weekend;1133
30791;12;weekend;1116
30791;13;weekend;1060
30791;14;weekend;1072
30791;15;weekend;1049
30791;16;weekend;1054
30791;17;weekend;1049
30791;18;weekend;1048
30791;19;weekend;998
30791;20;weekend;958
30791;21;weekend;876
30791;22;weekend;881
30791;23;weekend;827
30805;6;workday;322
30805;7;workday;386
30805;8;workday;456
30805;9;workday;334
30805;10;workday;297
30805;11;workday;259
30805;12;workday;212
30805;13;workday;214
30805;14;workday;248
30805;15;workday;249
30805;16;workday;339
30805;17;workday;353
30805;18;workday;333
30805;19;workday;340
30805;20;workday;324
30805;21;workday;297
30805;22;workday;263
30805;23;workday;254
30805;6;weekend;268
30805;7;weekend;329
30805;8;weekend;375
30805;9;weekend;385
30805;10;weekend;422
30805;11;weekend;463
30805;12;weekend;397
30805;13;weekend;379
30805;14;weekend;386
30805;15;weekend;383
30805;16;weekend;386
30805;17;weekend;386
30805;18;weekend;347
30805;19;weekend;336
30805;20;weekend;305
30805;21;weekend;292
30805;22;weekend;280
30805;23;weekend;265
32107;6;workday;1825
32107;7;workday;1791
32107;8;workday;1656
32107;9;workday;1574
32107;10;workday;1568
32107;11;workday;1433
32107;12;workday;1392
32107;13;workday;1395
32107;14;workday;1428
32107;15;workday;1355
32107;16;workday;1496
32107;17;workday;1536
32107;18;workday;1577
32107;19;workday;1686
32107;20;workday;1720
32107;21;workday;1713
32107;22;workday;1704
32107;23;workday;1674
32107;6;weekend;1822
32107;7;weekend;1846
32107;8;weekend;1860
32107;9;weekend;1833
32107;10;weekend;1830
32107;11;weekend;1826
32107;12;weekend;1815
32107;13;weekend;1820
32107;14;weekend;1858
32107;15;weekend;1853
32107;16;weekend;1833
32107;17;weekend;1867
32107;18;weekend;1836
32107;19;weekend;1838
32107;20;weekend;1812
32107;21;weekend;1791
32107;22;weekend;1812
32107;23;weekend;1802
33898;6;workday;563
33898;7;workday;693
33898;8;workday;803
33898;9;workday;895
33898;10;workday;958
33898;11;workday;869
33898;12;workday;860
33898;13;workday;830
33898;14;workday;812
33898;15;workday;788
33898;16;workday;805
33898;17;workday;686
33898;18;workday;550
33898;19;workday;476
33898;20;workday;427
33898;21;workday;415
33898;22;workday;396
33898;23;workday;373
33898;6;weekend;387
33898;7;weekend;409
33898;8;weekend;455
33898;9;weekend;456
33898;10;weekend;475
33898;11;weekend;509
33898;12;weekend;447
33898;13;weekend;442
33898;14;weekend;469
33898;15;weekend;473
33898;16;weekend;533
33898;17;weekend;573
33898;18;weekend;464
33898;19;weekend;423
33898;20;weekend;416
33898;21;weekend;413
33898;22;weekend;375
33898;23;weekend;382
36455;6;workday;381
36455;7;workday;359
36455;8;workday;317
36455;9;workday;305
36455;10;workday;300
36455;11;workday;258
36455;12;workday;256
36455;13;workday;253
36455;14;workday;275
36455;15;workday;284
36455;16;workday;323
36455;17;workday;344
36455;18;workday;360
36455;19;workday;387
36455;20;workday;380
36455;21;workday;366
36455;22;workday;372
36455;23;workday;362
36455;6;weekend;393
36455;7;weekend;391
36455;8;weekend;406
36455;9;weekend;435
36455;10;weekend;444
36455;11;weekend;451
36455;12;weekend;457
36455;13;weekend;478
36455;14;weekend;498
36455;15;weekend;490
36455;16;weekend;465
36455;17;weekend;464
36455;18;weekend;453
36455;19;weekend;458
36455;20;weekend;440
36455;21;weekend;438
36455;22;weekend;435
36455;23;weekend;433
36463;6;workday;4
36463;7;workday;5
36463;8;workday;4
36463;9;workday;4
36463;10;workday;4
36463;11;workday;4
36463;12;workday;4
36463;13;workday;3
36463;14;workday;4
36463;15;workday;4
36463;16;workday;5
36463;17;workday;5
36463;18;workday;5
36463;19;workday;4
36463;20;workday;4
36463;21;workday;3
36463;22;workday;4
36463;23;workday;3
36463;6;weekend;4
36463;7;weekend;4
36463;8;weekend;4
36463;9;weekend;5
36463;10;weekend;6
36463;11;weekend;7
36463;12;weekend;7
36463;13;weekend;7
36463;14;weekend;11
36463;15;weekend;10
36463;16;weekend;8
36463;17;weekend;7
36463;18;weekend;6
36463;19;weekend;5
36463;20;weekend;6
36463;21;weekend;5
36463;22;weekend;5
36463;23;weekend;4
36544;6;workday;203
36544;7;workday;183
36544;8;workday;163
36544;9;workday;154
36544;10;workday;149
36544;11;workday;142
36544;12;workday;135
36544;13;workday;127
36544;14;workday;129
36544;15;workday;120
36544;16;workday;148
36544;17;workday;152
36544;18;workday;165
36544;19;workday;184
36544;20;workday;189
36544;21;workday;190
36544;22;workday;193
36544;23;workday;191
36544;6;weekend;228
36544;7;weekend;229
36544;8;weekend;226
36544;9;weekend;225
36544;10;weekend;222
36544;11;weekend;222
36544;12;weekend;225
36544;13;weekend;230
36544;14;weekend;238
36544;15;weekend;242
36544;16;weekend;241
36544;17;weekend;235
36544;18;weekend;230
36544;19;weekend;227
36544;20;weekend;225
36544;21;weekend;227
36544;22;weekend;224
36544;23;weekend;228
36706;6;workday;56
36706;7;workday;55
36706;8;workday;48
36706;9;workday;46
36706;10;workday;46
36706;11;workday;41
36706;12;workday;38
36706;13;workday;38
36706;14;workday;39
36706;15;workday;39
36706;16;workday;45
36706;17;workday;51
36706;18;workday;55
36706;19;workday;57
36706;20;workday;57
36706;21;workday;57
36706;22;workday;55
36706;23;workday;54
36706;6;weekend;61
36706;7;weekend;63
36706;8;weekend;64
36706;9;weekend;68
36706;10;weekend;67
36706;11;weekend;68
36706;12;weekend;72
36706;13;weekend;70
36706;14;weekend;71
36706;15;weekend;71
36706;16;weekend;74
36706;17;weekend;72
36706;18;weekend;70
36706;19;weekend;69
36706;20;weekend;68
36706;21;weekend;67
36706;22;weekend;64
36706;23;weekend;63
36714;6;workday;24
36714;7;workday;24
36714;8;workday;22
36714;9;workday;21
36714;10;workday;21
36714;11;workday;17
36714;12;workday;16
36714;13;workday;17
36714;14;workday;17
36714;15;workday;16
36714;16;workday;17
36714;17;workday;20
36714;18;workday;22
36714;19;workday;24
36714;20;workday;23
36714;21;workday;23
36714;22;workday;22
36714;23;workday;21
36714;6;weekend;25
36714;7;weekend;27
36714;8;weekend;29
36714;9;weekend;31
36714;10;weekend;31
36714;11;weekend;32
36714;12;weekend;32
36714;13;weekend;32
36714;14;weekend;32
36714;15;weekend;33
36714;16;weekend;34
36714;17;weekend;32
36714;18;weekend;31
36714;19;weekend;30
36714;20;weekend;29
36714;21;weekend;28
36714;22;weekend;26
36714;23;weekend;26
39187;6;workday;147
39187;7;workday;140
39187;8;workday;130
39187;9;workday;123
39187;10;workday;125
39187;11;workday;121
39187;12;workday;112
39187;13;workday;102
39187;14;workday;103
39187;15;workday;103
39187;16;workday;116
39187;17;workday;128
39187;18;workday;133
39187;19;workday;140
39187;20;workday;141
39187;21;workday;140
39187;22;workday;140
39187;23;workday;138
39187;6;weekend;157
39187;7;weekend;161
39187;8;weekend;164
39187;9;weekend;171
39187;10;weekend;172
39187;11;weekend;172
39187;12;weekend;174
39187;13;weekend;174
39187;14;weekend;175
39187;15;weekend;179
39187;16;weekend;182
39187;17;weekend;182
39187;18;weekend;178
39187;19;weekend;173
39187;20;weekend;170
39187;21;weekend;168
39187;22;weekend;166
39187;23;weekend;165
40231;6;workday;1341
40231;7;workday;1299
40231;8;workday;1295
40231;9;workday;1306
40231;10;workday;1293
40231;11;workday;1160
40231;12;workday;1107
40231;13;workday;1119
40231;14;workday;1125
40231;15;workday;1096
40231;16;workday;1219
40231;17;workday;1286
40231;18;workday;1329
40231;19;workday;1338
40231;20;workday;1332
40231;21;workday;1291
40231;22;workday;1313
40231;23;workday;1262
40231;6;weekend;1428
40231;7;weekend;1422
40231;8;weekend;1421
40231;9;weekend;1401
40231;10;weekend;1403
40231;11;weekend;1427
40231;12;weekend;1461
40231;13;weekend;1479
40231;14;weekend;1427
40231;15;weekend;1513
40231;16;weekend;1455
40231;17;weekend;1504
40231;18;weekend;1465
40231;19;weekend;1439
40231;20;weekend;1402
40231;21;weekend;1400
40231;22;weekend;1375
40231;23;weekend;1392
40771;6;workday;873
40771;7;workday;862
40771;8;workday;807
40771;9;workday;802
40771;10;workday;792
40771;11;workday;745
40771;12;workday;706
40771;13;workday;681
40771;14;workday;639
40771;15;workday;624
40771;16;workday;710
40771;17;workday;740
40771;18;workday;754
40771;19;workday;791
40771;20;workday;823
40771;21;workday;823
40771;22;workday;812
40771;23;workday;805
40771;6;weekend;837
40771;7;weekend;830
40771;8;weekend;820
40771;9;weekend;843
40771;10;weekend;866
40771;11;weekend;890
40771;12;weekend;887
40771;13;weekend;871
40771;14;weekend;880
40771;15;weekend;861
40771;16;weekend;824
40771;17;weekend;847
40771;18;weekend;858
40771;19;weekend;856
40771;20;weekend;857
40771;21;weekend;846
40771;22;weekend;864
40771;23;weekend;863
41840;6;workday;1671
41840;7;workday;1548
41840;8;workday;1349
41840;9;workday;1288
41840;10;workday;1271
41840;11;workday;1198
41840;12;workday;1221
41840;13;workday;1230
41840;14;workday;1254
41840;15;workday;1312
41840;16;workday;1498
41840;17;workday;1610
41840;18;workday;1705
41840;19;workday;1769
41840;20;workday;1825
41840;21;workday;1787
41840;22;workday;1790
41840;23;workday;1778
41840;6;weekend;1780
41840;7;weekend;1769
41840;8;weekend;1801
41840;9;weekend;1793
41840;10;weekend;1792
41840;11;weekend;1787
41840;12;weekend;1797
41840;13;weekend;1792
41840;14;weekend;1865
41840;15;weekend;1934
41840;16;weekend;1962
41840;17;weekend;1902
41840;18;weekend;1895
41840;19;weekend;1867
41840;20;weekend;1846
41840;21;weekend;1807
41840;22;weekend;1807
41840;23;weekend;1801
45667;6;workday;831
45667;7;workday;752
45667;8;workday;642
45667;9;workday;606
45667;10;workday;590
45667;11;workday;556
45667;12;workday;549
45667;13;workday;563
45667;14;workday;595
45667;15;workday;624
45667;16;workday;688
45667;17;workday;767
45667;18;workday;811
45667;19;workday;850
45667;20;workday;878
45667;21;workday;882
45667;22;workday;884
45667;23;workday;885
45667;6;weekend;969
45667;7;weekend;986
45667;8;weekend;977
45667;9;weekend;1002
45667;10;weekend;1002
45667;11;weekend;1040
45667;12;weekend;1041
45667;13;weekend;1110
45667;14;weekend;1142
45667;15;weekend;1189
45667;16;weekend;1163
45667;17;weekend;1153
45667;18;weekend;1127
45667;19;weekend;1094
45667;20;weekend;1067
45667;21;weekend;1068
45667;22;weekend;1055
45667;23;weekend;1046
45705;6;workday;761
45705;7;workday;695
45705;8;workday;618
45705;9;workday;582
45705;10;workday;564
45705;11;workday;512
45705;12;workday;498
45705;13;workday;478
45705;14;workday;503
45705;15;workday;531
45705;16;workday;605
45705;17;workday;713
45705;18;workday;758
45705;19;workday;793
45705;20;workday;828
45705;21;workday;825
45705;22;workday;815
45705;23;workday;807
45705;6;weekend;871
45705;7;weekend;869
45705;8;weekend;868
45705;9;weekend;878
45705;10;weekend;850
45705;11;weekend;847
45705;12;weekend;873
45705;13;weekend;850
45705;14;weekend;861
45705;15;weekend;878
45705;16;weekend;884
45705;17;weekend;878
45705;18;weekend;889
45705;19;weekend;891
45705;20;weekend;911
45705;21;weekend;889
45705;22;weekend;892
45705;23;weekend;885
46680;6;workday;623
46680;7;workday;604
46680;8;workday;505
46680;9;workday;471
46680;10;workday;471
46680;11;workday;416
46680;12;workday;394
46680;13;workday;411
46680;14;workday;437
46680;15;workday;455
46680;16;workday;503
46680;17;workday;520
46680;18;workday;542
46680;19;workday;578
46680;20;workday;578
46680;21;workday;574
46680;22;workday;566
46680;23;workday;553
46680;6;weekend;637
46680;7;weekend;666
46680;8;weekend;692
46680;9;weekend;691
46680;10;weekend;681
46680;11;weekend;723
46680;12;weekend;715
46680;13;weekend;728
46680;14;weekend;698
46680;15;weekend;699
46680;16;weekend;719
46680;17;weekend;726
46680;18;weekend;733
46680;19;weekend;720
46680;20;weekend;690
46680;21;weekend;686
46680;22;weekend;692
46680;23;weekend;675
48631;6;workday;147
48631;7;workday;145
48631;8;workday;123
48631;9;workday;117
48631;10;workday;120
48631;11;workday;118
48631;12;workday;109
48631;13;workday;102
48631;14;workday;104
48631;15;workday;102
48631;16;workday;100
48631;17;workday;116
48631;18;workday;119
48631;19;workday;128
48631;20;workday;130
48631;21;workday;124
48631;22;workday;118
48631;23;workday;116
48631;6;weekend;153
48631;7;weekend;155
48631;8;weekend;166
48631;9;weekend;169
48631;10;weekend;173
48631;11;weekend;177
48631;12;weekend;186
48631;13;weekend;193
48631;14;weekend;203
48631;15;weekend;203
48631;16;weekend;207
48631;17;weekend;201
48631;18;weekend;193
48631;19;weekend;185
48631;20;weekend;179
48631;21;weekend;170
48631;22;weekend;166
48631;23;weekend;163
48721;6;workday;708
48721;7;workday;633
48721;8;workday;576
48721;9;workday;533
48721;10;workday;530
48721;11;workday;487
48721;12;workday;468
48721;13;workday;448
48721;14;workday;470
48721;15;workday;494
48721;16;workday;583
48721;17;workday;645
48721;18;workday;687
48721;19;workday;718
48721;20;workday;741
48721;21;workday;737
48721;22;workday;731
48721;23;workday;731
48721;6;weekend;809
48721;7;weekend;818
48721;8;weekend;797
48721;9;weekend;782
48721;10;weekend;802
48721;11;weekend;807
48721;12;weekend;834
48721;13;weekend;835
48721;14;weekend;797
48721;15;weekend;817
48721;16;weekend;825
48721;17;weekend;828
48721;18;weekend;820
48721;19;weekend;817
48721;20;weekend;843
48721;21;weekend;822
48721;22;weekend;823
48721;23;weekend;813
48828;6;workday;1835
48828;7;workday;1680
48828;8;workday;1489
48828;9;workday;1451
48828;10;workday;1440
48828;11;workday;1376
48828;12;workday;1286
48828;13;workday;1236
48828;14;workday;1239
48828;15;workday;1235
48828;16;workday;1358
48828;17;workday;1477
48828;18;workday;1553
48828;19;workday;1628
48828;20;workday;1706
48828;21;workday;1693
48828;22;workday;1671
48828;23;workday;1673
48828;6;weekend;1823
48828;7;weekend;1788
48828;8;weekend;1790
48828;9;weekend;1812
48828;10;weekend;1705
48828;11;weekend;1730
48828;12;weekend;1692
48828;13;weekend;1723
48828;14;weekend;1617
48828;15;weekend;1670
48828;16;weekend;1576
48828;17;weekend;1579
48828;18;weekend;1624
48828;19;weekend;1710
48828;20;weekend;1768
48828;21;weekend;1777
48828;22;weekend;1719
48828;23;weekend;1711
48836;6;workday;1459
48836;7;workday;1398
48836;8;workday;1306
48836;9;workday;1274
48836;10;workday;1270
48836;11;workday;1244
48836;12;workday;1226
48836;13;workday;1104
48836;14;workday;1130
48836;15;workday;1152
48836;16;workday;1246
48836;17;workday;1329
48836;18;workday;1372
48836;19;workday;1406
48836;20;workday;1439
48836;21;workday;1455
48836;22;workday;1430
48836;23;workday;1435
48836;6;weekend;1533
48836;7;weekend;1558
48836;8;weekend;1600
48836;9;weekend;1552
48836;10;weekend;1520
48836;11;weekend;1553
48836;12;weekend;1566
48836;13;weekend;1571
48836;14;weekend;1553
48836;15;weekend;1613
48836;16;weekend;1576
48836;17;weekend;1638
48836;18;weekend;1575
48836;19;weekend;1555
48836;20;weekend;1598
48836;21;weekend;1566
48836;22;weekend;1597
48836;23;weekend;1610
48844;6;workday;3
48844;7;workday;3
48844;8;workday;2
48844;9;workday;2
48844;10;workday;2
48844;11;workday;2
48844;12;workday;2
48844;13;workday;2
48844;14;workday;2
48844;15;workday;2
48844;16;workday;2
48844;17;workday;2
48844;18;workday;2
48844;19;workday;2
48844;20;workday;2
48844;21;workday;3
48844;22;workday;2
48844;23;workday;3
48844;6;weekend;3
48844;7;weekend;3
48844;8;weekend;3
48844;9;weekend;3
48844;10;weekend;3
48844;11;weekend;3
48844;12;weekend;3
48844;13;weekend;3
48844;14;weekend;3
48844;15;weekend;3
48844;16;weekend;3
48844;17;weekend;3
48844;18;weekend;3
48844;19;weekend;3
48844;20;weekend;3
48844;21;weekend;3
48844;22;weekend;3
48844;23;weekend;3
48852;6;workday;54
48852;7;workday;54
48852;8;workday;51
48852;9;workday;51
48852;10;workday;51
48852;11;workday;50
48852;12;workday;48
48852;13;workday;45
48852;14;workday;45
48852;15;workday;43
48852;16;workday;45
48852;17;workday;48
48852;18;workday;49
48852;19;workday;51
48852;20;workday;52
48852;21;workday;53
48852;22;workday;52
48852;23;workday;52
48852;6;weekend;58
48852;7;weekend;59
48852;8;weekend;60
48852;9;weekend;60
48852;10;weekend;57
48852;11;weekend;59
48852;12;weekend;58
48852;13;weekend;59
48852;14;weekend;55
48852;15;weekend;58
48852;16;weekend;56
48852;17;weekend;57
48852;18;weekend;54
48852;19;weekend;52
48852;20;weekend;55
48852;21;weekend;57
48852;22;weekend;55
48852;23;weekend;57
48861;6;workday;2
48861;7;workday;2
48861;8;workday;2
48861;9;workday;2
48861;10;workday;2
48861;11;workday;2
48861;12;workday;1
48861;13;workday;1
48861;14;workday;1
48861;15;workday;1
48861;16;workday;1
48861;17;workday;2
48861;18;workday;2
48861;19;workday;2
48861;20;workday;2
48861;21;workday;2
48861;22;workday;2
48861;23;workday;2
48861;6;weekend;2
48861;7;weekend;2
48861;8;weekend;2
48861;9;weekend;2
48861;10;weekend;2
48861;11;weekend;2
48861;12;weekend;2
48861;13;weekend;2
48861;14;weekend;2
48861;15;weekend;2
48861;16;weekend;2
48861;17;weekend;2
48861;18;weekend;2
48861;19;weekend;2
48861;20;weekend;2
48861;21;weekend;2
48861;22;weekend;2
48861;23;weekend;2
50300;6;workday;209
50300;7;workday;218
50300;8;workday;185
50300;9;workday;167
50300;10;workday;167
50300;11;workday;146
50300;12;workday;130
50300;13;workday;117
50300;14;workday;135
50300;15;workday;134
50300;16;workday;169
50300;17;workday;184
50300;18;workday;199
50300;19;workday;194
50300;20;workday;202
50300;21;workday;182
50300;22;workday;176
50300;23;workday;166
50300;6;weekend;179
50300;7;weekend;207
50300;8;weekend;228
50300;9;weekend;255
50300;10;weekend;252
50300;11;weekend;274
50300;12;weekend;260
50300;13;weekend;244
50300;14;weekend;241
50300;15;weekend;244
50300;16;weekend;232
50300;17;weekend;231
50300;18;weekend;220
50300;19;weekend;211
50300;20;weekend;198
50300;21;weekend;182
50300;22;weekend;182
50300;23;weekend;173
54135;6;workday;3661
54135;7;workday;3776
54135;8;workday;3596
54135;9;workday;3387
54135;10;workday;3356
54135;11;workday;3215
54135;12;workday;3063
54135;13;workday;3026
54135;14;workday;3082
54135;15;workday;3113
54135;16;workday;3510
54135;17;workday;3569
54135;18;workday;3807
54135;19;workday;3686
54135;20;workday;3509
54135;21;workday;3479
54135;22;workday;3371
54135;23;workday;3185
54135;6;weekend;3273
54135;7;weekend;3484
54135;8;weekend;3686
54135;9;weekend;3595
54135;10;weekend;3786
54135;11;weekend;3831
54135;12;weekend;3748
54135;13;weekend;3785
54135;14;weekend;3987
54135;15;weekend;3932
54135;16;weekend;3953
54135;17;weekend;4045
54135;18;weekend;4037
54135;19;weekend;3904
54135;20;weekend;3728
54135;21;weekend;3499
54135;22;weekend;3294
54135;23;weekend;3249
54593;6;workday;946
54593;7;workday;857
54593;8;workday;746
54593;9;workday;709
54593;10;workday;697
54593;11;workday;622
54593;12;workday;575
54593;13;workday;567
54593;14;workday;607
54593;15;workday;587
54593;16;workday;707
54593;17;workday;769
54593;18;workday;831
54593;19;workday;887
54593;20;workday;907
54593;21;workday;923
54593;22;workday;951
54593;23;workday;915
54593;6;weekend;995
54593;7;weekend;1003
54593;8;weekend;1014
54593;9;weekend;1027
54593;10;weekend;1001
54593;11;weekend;1013
54593;12;weekend;1008
54593;13;weekend;1038
54593;14;weekend;1056
54593;15;weekend;1041
54593;16;weekend;1041
54593;17;weekend;1051
54593;18;weekend;1051
54593;19;weekend;1046
54593;20;weekend;1043
54593;21;weekend;1048
54593;22;weekend;1042
54593;23;weekend;1020
55701;6;workday;780
55701;7;workday;746
55701;8;workday;678
55701;9;workday;673
55701;10;workday;661
55701;11;workday;639
55701;12;workday;613
55701;13;workday;596
55701;14;workday;604
55701;15;workday;619
55701;16;workday;694
55701;17;workday;754
55701;18;workday;783
55701;19;workday;807
55701;20;workday;811
55701;21;workday;796
55701;22;workday;798
55701;23;workday;782
55701;6;weekend;973
55701;7;weekend;1008
55701;8;weekend;1025
55701;9;weekend;1051
55701;10;weekend;1070
55701;11;weekend;1097
55701;12;weekend;1147
55701;13;weekend;1167
55701;14;weekend;1179
55701;15;weekend;1138
55701;16;weekend;1120
55701;17;weekend;1093
55701;18;weekend;1074
55701;19;weekend;1045
55701;20;weekend;1013
55701;21;weekend;1010
55701;22;weekend;997
55701;23;weekend;984
55727;6;workday;740
55727;7;workday;791
55727;8;workday;835
55727;9;workday;913
55727;10;workday;943
55727;11;workday;887
55727;12;workday;812
55727;13;workday;782
55727;14;workday;788
55727;15;workday;672
55727;16;workday;840
55727;17;workday;782
55727;18;workday;763
55727;19;workday;732
55727;20;workday;743
55727;21;workday;725
55727;22;workday;703
55727;23;workday;692
55727;6;weekend;820
55727;7;weekend;836
55727;8;weekend;883
55727;9;weekend;984
55727;10;weekend;1030
55727;11;weekend;1025
55727;12;weekend;1039
55727;13;weekend;1096
55727;14;weekend;1180
55727;15;weekend;1104
55727;16;weekend;1110
55727;17;weekend;1112
55727;18;weekend;1048
55727;19;weekend;1015
55727;20;weekend;1086
55727;21;weekend;1014
55727;22;weekend;941
55727;23;weekend;906
55735;6;workday;404
55735;7;workday;399
55735;8;workday;431
55735;9;workday;435
55735;10;workday;447
55735;11;workday;432
55735;12;workday;393
55735;13;workday;365
55735;14;workday;332
55735;15;workday;303
55735;16;workday;342
55735;17;workday;355
55735;18;workday;364
55735;19;workday;385
55735;20;workday;391
55735;21;workday;391
55735;22;workday;393
55735;23;workday;391
55735;6;weekend;437
55735;7;weekend;449
55735;8;weekend;449
55735;9;weekend;476
55735;10;weekend;479
55735;11;weekend;477
55735;12;weekend;477
55735;13;weekend;468
55735;14;weekend;471
55735;15;weekend;472
55735;16;weekend;481
55735;17;weekend;477
55735;18;weekend;469
55735;19;weekend;465
55735;20;weekend;459
55735;21;weekend;455
55735;22;weekend;444
55735;23;weekend;445
55743;6;workday;578
55743;7;workday;585
55743;8;workday;596
55743;9;workday;623
55743;10;workday;646
55743;11;workday;619
55743;12;workday;569
55743;13;workday;529
55743;14;workday;529
55743;15;workday;481
55743;16;workday;559
55743;17;workday;555
55743;18;workday;546
55743;19;workday;554
55743;20;workday;554
55743;21;workday;547
55743;22;workday;536
55743;23;workday;533
55743;6;weekend;619
55743;7;weekend;634
55743;8;weekend;657
55743;9;weekend;716
55743;10;weekend;752
55743;11;weekend;747
55743;12;weekend;756
55743;13;weekend;781
55743;14;weekend;828
55743;15;weekend;793
55743;16;weekend;814
55743;17;weekend;812
55743;18;weekend;759
55743;19;weekend;730
55743;20;weekend;756
55743;21;weekend;719
55743;22;weekend;678
55743;23;weekend;665
55751;6;workday;37
55751;7;workday;37
55751;8;workday;35
55751;9;workday;35
55751;10;workday;36
55751;11;workday;33
55751;12;workday;32
55751;13;workday;30
55751;14;workday;30
55751;15;workday;28
55751;16;workday;33
55751;17;workday;31
55751;18;workday;32
55751;19;workday;32
55751;20;workday;32
55751;21;workday;31
55751;22;workday;30
55751;23;workday;30
55751;6;weekend;37
55751;7;weekend;39
55751;8;weekend;41
55751;9;weekend;42
55751;10;weekend;46
55751;11;weekend;47
55751;12;weekend;47
55751;13;weekend;49
55751;14;weekend;53
55751;15;weekend;51
55751;16;weekend;53
55751;17;weekend;53
55751;18;weekend;48
55751;19;weekend;47
55751;20;weekend;45
55751;21;weekend;44
55751;22;weekend;43
55751;23;weekend;41
55760;6;workday;362
55760;7;workday;385
55760;8;workday;412
55760;9;workday;421
55760;10;workday;435
55760;11;workday;411
55760;12;workday;363
55760;13;workday;330
55760;14;workday;326
55760;15;workday;287
55760;16;workday;320
55760;17;workday;324
55760;18;workday;322
55760;19;workday;325
55760;20;workday;329
55760;21;workday;323
55760;22;workday;312
55760;23;workday;309
55760;6;weekend;357
55760;7;weekend;365
55760;8;weekend;373
55760;9;weekend;395
55760;10;weekend;418
55760;11;weekend;408
55760;12;weekend;417
55760;13;weekend;417
55760;14;weekend;425
55760;15;weekend;425
55760;16;weekend;427
55760;17;weekend;434
55760;18;weekend;417
55760;19;weekend;405
55760;20;weekend;392
55760;21;weekend;381
55760;22;weekend;380
55760;23;weekend;377
55778;6;workday;1934
55778;7;workday;2056
55778;8;workday;2181
55778;9;workday;2269
55778;10;workday;2344
55778;11;workday;2282
55778;12;workday;2190
55778;13;workday;2109
55778;14;workday;2060
55778;15;workday;2017
55778;16;workday;2031
55778;17;workday;2008
55778;18;workday;1987
55778;19;workday;2013
55778;20;workday;1991
55778;21;workday;1979
55778;22;workday;1923
55778;23;workday;1891
55778;6;weekend;1922
55778;7;weekend;2004
55778;8;weekend;2051
55778;9;weekend;2167
55778;10;weekend;2162
55778;11;weekend;2151
55778;12;weekend;2196
55778;13;weekend;2195
55778;14;weekend;2208
55778;15;weekend;2221
55778;16;weekend;2181
55778;17;weekend;2122
55778;18;weekend;2098
55778;19;weekend;2145
55778;20;weekend;2079
55778;21;weekend;2053
55778;22;weekend;2028
55778;23;weekend;1994
55786;6;workday;24
55786;7;workday;22
55786;8;workday;21
55786;9;workday;20
55786;10;workday;21
55786;11;workday;20
55786;12;workday;19
55786;13;workday;18
55786;14;workday;17
55786;15;workday;16
55786;16;workday;18
55786;17;workday;20
55786;18;workday;21
55786;19;workday;23
55786;20;workday;23
55786;21;workday;23
55786;22;workday;23
55786;23;workday;23
55786;6;weekend;26
55786;7;weekend;27
55786;8;weekend;26
55786;9;weekend;27
55786;10;weekend;27
55786;11;weekend;27
55786;12;weekend;27
55786;13;weekend;27
55786;14;weekend;27
55786;15;weekend;27
55786;16;weekend;28
55786;17;weekend;28
55786;18;weekend;27
55786;19;weekend;27
55786;20;weekend;26
55786;21;weekend;26
55786;22;weekend;26
55786;23;weekend;26
55794;6;workday;4
55794;7;workday;4
55794;8;workday;4
55794;9;workday;4
55794;10;workday;4
55794;11;workday;4
55794;12;workday;4
55794;13;workday;3
55794;14;workday;3
55794;15;workday;3
55794;16;workday;3
55794;17;workday;4
55794;18;workday;4
55794;19;workday;4
55794;20;workday;4
55794;21;workday;4
55794;22;workday;4
55794;23;workday;4
55794;6;weekend;5
55794;7;weekend;5
55794;8;weekend;5
55794;9;weekend;5
55794;10;weekend;5
55794;11;weekend;5
55794;12;weekend;5
55794;13;weekend;5
55794;14;weekend;5
55794;15;weekend;5
55794;16;weekend;5
55794;17;weekend;5
55794;18;weekend;5
55794;19;weekend;5
55794;20;weekend;5
55794;21;weekend;5
55794;22;weekend;5
55794;23;weekend;5
55808;6;workday;1
55808;7;workday;1
55808;8;workday;1
55808;9;workday;1
55808;10;workday;1
55808;11;workday;1
55808;12;workday;1
55808;13;workday;1
55808;14;workday;1
55808;15;workday;1
55808;16;workday;1
55808;17;workday;1
55808;18;workday;1
55808;19;workday;1
55808;20;workday;1
55808;21;workday;1
55808;22;workday;1
55808;23;workday;1
55808;6;weekend;1
55808;7;weekend;1
55808;8;weekend;1
